Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1491944400.0 1361.0 77 204 484 0 NA NA NA NA 212 332 593 0 NA NA NA NA 3567 453 623 688 NA NA NA NA 2383 329 544 696 NA NA NA NA
1491944400.0 1362.0 81 204 489 0 NA NA NA NA 210 330 596 0 NA NA NA NA 4104 453 671 762 NA NA NA NA 2686 551 609 815 NA NA NA NA
1491944400.0 1363.0 82 203 483 0 NA NA NA NA 208 331 595 0 NA NA NA NA 4680 479 728 751 NA NA NA NA 2907 371 605 775 NA NA NA NA
1491944400.0 1364.0 NA 189 479 0 NA NA NA NA NA 331 593 0 NA NA NA NA NA 406 580 659 NA NA NA NA NA 316 529 678 NA NA NA NA
1491944400.0 1365.0 NA 193 479 0 NA NA NA NA NA 342 590 0 NA NA NA NA NA 446 611 699 NA NA NA NA NA 344 531 716 NA NA NA NA
1491944400.0 139901.0 NA 195 480 0 NA NA NA NA NA 335 595 0 NA NA NA NA NA 484 643 707 NA NA NA NA NA 358 549 727 NA NA NA NA
1491944400.0 139902.0 NA 202 484 0 NA NA NA NA NA 350 601 0 NA NA NA NA NA 514 736 693 NA NA NA NA NA 357 571 706 NA NA NA NA
1491944400.0 13992501.0 NA 290 734 0 NA NA NA NA NA 481 916 0 NA NA NA NA NA 2218 2540 725 NA NA NA NA NA 1415 1246 738 NA NA NA NA
1491944400.0 13992502.0 NA 298 685 0 NA NA NA NA NA 496 911 0 NA NA NA NA NA 2192 2632 769 NA NA NA NA NA 1077 1402 779 NA NA NA NA
1491944400.0 14.0 NA 101 411 0 NA NA NA NA NA 221 512 0 NA NA NA NA NA 1414 1282 387 NA NA NA NA NA 485 596 405 NA NA NA NA
1491944400.0 140.51 NA 38 375 0 NA NA NA NA NA 102 481 0 NA NA NA NA NA 406 1041 163 NA NA NA NA NA 270 510 173 NA NA NA NA
1491944400.0 140.52 NA 410 379 0 NA NA NA NA NA 543 484 0 NA NA NA NA NA 1380 1113 150 NA NA NA NA NA 629 555 157 NA NA NA NA
1491944400.0 140.53 NA 438 0 NA NA NA NA NA NA 567 0 NA NA NA NA NA NA 2415 156 NA NA NA NA NA NA 967 170 NA NA NA NA NA
1491944400.0 140.54 NA 318 0 NA NA NA NA NA NA 420 0 NA NA NA NA NA NA 694 158 NA NA NA NA NA NA 472 164 NA NA NA NA NA
1491944400.0 144.6 NA 349 NA NA NA NA NA NA NA 453 NA NA NA NA NA NA NA 1301 NA NA NA NA NA NA NA 664 NA NA NA NA NA NA
1491944400.0 145.0 NA 199 474 0 NA NA NA NA NA 328 606 0 NA NA NA NA NA 1805 1680 152 NA NA NA NA NA 1845 1245 170 NA NA NA NA
1491944400.0 16.0 NA 95 399 0 NA NA NA NA NA 245 503 0 NA NA NA NA NA 1326 919 325 NA NA NA NA NA 471 535 333 NA NA NA NA
1491944400.0 2.0 78 85 147 NA NA NA NA NA 172 222 237 NA NA NA NA NA 3811 438 313 NA NA NA NA NA 1397 246 223 NA NA NA NA NA
1491944400.0 200.0 NA 132 448 0 NA NA NA NA NA 284 560 0 NA NA NA NA NA 601 1002 358 NA NA NA NA NA 304 545 365 NA NA NA NA
1491944400.0 202.0 NA 128 458 0 NA NA NA NA NA 265 573 0 NA NA NA NA NA 512 938 392 NA NA NA NA NA 264 504 405 NA NA NA NA
1491944400.0 203.0 NA 130 434 0 NA NA NA NA NA 276 544 0 NA NA NA NA NA 475 773 347 NA NA NA NA NA 253 480 354 NA NA NA NA
1491944400.0 204.0 75 118 444 0 NA NA NA NA 171 272 544 0 NA NA NA NA 2895 441 729 341 NA NA NA NA 998 229 447 355 NA NA NA NA
1491944400.0 20421.0 58 120 281 0 NA NA NA NA 117 214 373 0 NA NA NA NA 807 596 590 177 NA NA NA NA 567 431 437 190 NA NA NA NA
1491944400.0 205.0 NA 126 438 0 NA NA NA NA NA 274 543 0 NA NA NA NA NA 451 741 347 NA NA NA NA NA 251 462 354 NA NA NA NA
1491944400.0 21.0 NA 95 403 0 NA NA NA NA NA 240 495 0 NA NA NA NA NA 1340 1010 344 NA NA NA NA NA 463 555 362 NA NA NA NA
1491944400.0 21221.0 65 289 368 0 NA NA NA NA 124 362 464 0 NA NA NA NA 7961 3190 2401 1590 NA NA NA NA 2842 2727 2040 1602 NA NA NA NA
1491944400.0 21234.0 86 295 374 0 NA NA NA NA 140 379 476 0 NA NA NA NA 11423 3110 2208 1533 NA NA NA NA 5185 2236 1973 1541 NA NA NA NA
1491944400.0 21234.1 78 296 263 0 NA NA NA NA 140 368 345 0 NA NA NA NA 13641 3061 1789 220 NA NA NA NA 4448 2158 1693 226 NA NA NA NA
1491944400.0 21246.0 80 292 375 0 NA NA NA NA 142 371 470 0 NA NA NA NA 11970 3205 2151 1592 NA NA NA NA 3988 2324 2049 1614 NA NA NA NA
1491944400.0 21253.0 93 300 386 0 NA NA NA NA 154 385 486 0 NA NA NA NA 17704 3175 2242 1549 NA NA NA NA 6837 2251 1984 1555 NA NA NA NA
1491944400.0 23221.0 66 318 367 0 NA NA NA NA 125 415 467 0 NA NA NA NA 10705 2934 2319 1506 NA NA NA NA 3456 2137 2003 1814 NA NA NA NA
1491944400.0 23234.0 96 327 385 0 NA NA NA NA 164 428 486 0 NA NA NA NA 12690 3218 2227 1622 NA NA NA NA 4999 2390 2057 1632 NA NA NA NA
1491944400.0 23246.0 87 322 379 0 NA NA NA NA 149 398 475 0 NA NA NA NA 11908 3054 2102 1633 NA NA NA NA 4239 2253 2050 1688 NA NA NA NA
1491944400.0 23253.0 153 339 396 0 NA NA NA NA 231 430 506 0 NA NA NA NA 23283 3176 2244 1627 NA NA NA NA 8552 2267 1960 1743 NA NA NA NA
1491944400.0 23646.0 68 117 284 0 NA NA NA NA 127 204 371 0 NA NA NA NA 2157 599 553 210 NA NA NA NA 959 426 456 217 NA NA NA NA
1491944400.0 23653.0 71 121 286 0 NA NA NA NA 133 201 378 0 NA NA NA NA 5318 606 779 202 NA NA NA NA 1807 406 481 207 NA NA NA NA
1491944400.0 24034.0 78 297 381 0 NA NA NA NA 140 386 477 0 NA NA NA NA 11997 3178 2253 1633 NA NA NA NA 4038 2317 2287 1774 NA NA NA NA
1491944400.0 25.0 NA 102 407 0 106 NA NA NA NA 219 514 0 158 NA NA NA NA 1574 2064 402 85 NA NA NA NA 581 788 415 79 NA NA NA
1491944400.0 250199.0 220 NA NA NA NA NA NA NA 411 NA NA NA NA NA NA NA 4484 NA NA NA NA NA NA NA 1990 NA NA NA NA NA NA NA
1491944400.0 250200.0 NA 376 566 0 NA NA NA NA NA 635 705 0 NA NA NA NA NA 9585 2276 806 NA NA NA NA NA 3294 1421 829 NA NA NA NA
1491944400.0 250202.0 NA 389 564 0 NA NA NA NA NA 687 686 0 NA NA NA NA NA 11704 2148 798 NA NA NA NA NA 4274 1017 806 NA NA NA NA
1491944400.0 250203.0 NA 380 561 0 NA NA NA NA NA 645 687 0 NA NA NA NA NA 9829 2123 796 NA NA NA NA NA 3495 1004 803 NA NA NA NA
1491944400.0 250204.0 NA 381 581 0 NA NA NA NA NA 663 712 0 NA NA NA NA NA 9676 2286 783 NA NA NA NA NA 3213 1132 791 NA NA NA NA
1491944400.0 250205.0 NA 376 571 0 NA NA NA NA NA 640 703 0 NA NA NA NA NA 9659 2078 812 NA NA NA NA NA 3801 1034 828 NA NA NA NA
1491944400.0 250206.0 NA 376 581 0 NA NA NA NA NA 635 719 0 NA NA NA NA NA 8834 2067 739 NA NA NA NA NA 4155 1193 753 NA NA NA NA
1491944400.0 250207.0 NA 358 561 0 NA NA NA NA NA 617 691 0 NA NA NA NA NA 7920 1654 703 NA NA NA NA NA 3375 806 717 NA NA NA NA
1491944400.0 250400.0 365 0 108 NA NA NA NA NA 532 0 170 NA NA NA NA NA 720 110 174 NA NA NA NA NA 1243 116 144 NA NA NA NA NA
1491944400.0 250402.0 370 NA NA NA NA NA NA NA 512 NA NA NA NA NA NA NA 591 NA NA NA NA NA NA NA 881 NA NA NA NA NA NA NA
1491944400.0 250405.0 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA
1491944400.0 250408.0 374 0 111 NA NA NA NA NA 526 0 173 NA NA NA NA NA 756 125 190 NA NA NA NA NA 650 139 155 NA NA NA NA NA
1491944400.0 250409.0 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA
1491944400.0 25200.0 NA 325 698 0 NA NA NA NA NA 454 909 0 NA NA NA NA NA 2109 2339 719 NA NA NA NA NA 1399 1209 725 NA NA NA NA
1491944400.0 25202.0 NA 306 703 0 NA NA NA NA NA 455 919 0 NA NA NA NA NA 2541 2725 709 NA NA NA NA NA 1309 1444 718 NA NA NA NA
1491944400.0 25203.0 NA 301 694 0 NA NA NA NA NA 479 905 0 NA NA NA NA NA 2318 2579 724 NA NA NA NA NA 1385 1412 746 NA NA NA NA
1491944400.0 25204.0 NA 287 704 0 NA NA NA NA NA 467 899 0 NA NA NA NA NA 2170 2230 701 NA NA NA NA NA 1195 1141 707 NA NA NA NA
1491944400.0 25205.0 NA 304 690 0 NA NA NA NA NA 449 889 0 NA NA NA NA NA 2355 2333 721 NA NA NA NA NA 1699 1511 731 NA NA NA NA
1491944400.0 25206.0 NA 300 687 0 NA NA NA NA NA 485 903 0 NA NA NA NA NA 2209 2577 709 NA NA NA NA NA 1432 1704 744 NA NA NA NA
1491944400.0 25207.0 NA 306 702 0 NA NA NA NA NA 442 903 0 NA NA NA NA NA 2514 2591 718 NA NA NA NA NA 1421 1282 728 NA NA NA NA
1491944400.0 25208.0 NA 327 747 0 NA NA NA NA NA 484 943 0 NA NA NA NA NA 3040 3540 801 NA NA NA NA NA 1756 1618 810 NA NA NA NA
1491944400.0 25209.0 NA 302 695 0 NA NA NA NA NA 450 905 0 NA NA NA NA NA 2307 2961 750 NA NA NA NA NA 1245 1589 756 NA NA NA NA
1491944400.0 25210.0 85 255 688 0 NA NA NA NA 208 470 858 0 NA NA NA NA 2481 1465 1307 689 NA NA NA NA 1722 1379 847 696 NA NA NA NA
1491944400.0 25211.0 80 295 686 0 NA NA NA NA 208 477 877 0 NA NA NA NA 3496 2508 2911 810 NA NA NA NA 2229 1350 1619 822 NA NA NA NA
1491944400.0 25212.0 85 287 709 0 NA NA NA NA 211 475 912 0 NA NA NA NA 4102 2458 2606 771 NA NA NA NA 2824 1437 1447 777 NA NA NA NA
1491944400.0 25213.0 85 313 726 0 NA NA NA NA 210 484 919 0 NA NA NA NA 4542 2607 2749 802 NA NA NA NA 2857 1479 1350 811 NA NA NA NA
1491944400.0 25214.0 NA 305 704 0 NA NA NA NA NA 492 919 0 NA NA NA NA NA 2619 2888 733 NA NA NA NA NA 1751 1448 739 NA NA NA NA
1491944400.0 25400.0 454 0 111 NA NA NA NA NA 621 0 172 NA NA NA NA NA 3036 150 187 NA NA NA NA NA 1592 156 143 NA NA NA NA NA
1491944400.0 25402.0 469 0 113 NA NA NA NA NA 631 0 172 NA NA NA NA NA 2929 159 216 NA NA NA NA NA 1468 165 153 NA NA NA NA NA
1491944400.0 25403.0 462 0 111 NA NA NA NA NA 640 0 172 NA NA NA NA NA 2782 153 193 NA NA NA NA NA 1461 174 142 NA NA NA NA NA
1491944400.0 25405.0 456 0 109 NA NA NA NA NA 635 0 173 NA NA NA NA NA 2923 156 191 NA NA NA NA NA 1382 164 156 NA NA NA NA NA
1491944400.0 25406.0 397 0 103 NA NA NA NA NA 530 0 169 NA NA NA NA NA 923 119 122 NA NA NA NA NA 683 124 133 NA NA NA NA NA
1491944400.0 25407.0 417 0 112 NA NA NA NA NA 584 0 173 NA NA NA NA NA 2560 136 173 NA NA NA NA NA 1106 149 149 NA NA NA NA NA
1491944400.0 25408.0 475 0 115 NA NA NA NA NA 661 0 176 NA NA NA NA NA 3580 159 309 NA NA NA NA NA 1676 165 199 NA NA NA NA NA
1491944400.0 25409.0 475 0 114 NA NA NA NA NA 650 0 170 NA NA NA NA NA 3034 161 214 NA NA NA NA NA 1458 170 335 NA NA NA NA NA
1491944400.0 26.0 NA 96 410 0 NA NA NA NA NA 213 523 0 NA NA NA NA NA 1455 1151 405 NA NA NA NA NA 515 589 414 NA NA NA NA
1491944400.0 27.0 NA 105 396 0 NA NA NA NA NA 217 500 0 NA NA NA NA NA 1425 1178 410 NA NA NA NA NA 518 624 424 NA NA NA NA
1491944400.0 280.0 109 84 397 0 NA NA NA NA 257 221 499 0 NA NA NA NA 4210 276 418 315 NA NA NA NA 1533 182 353 321 NA NA NA NA
1491944400.0 281.0 101 117 450 0 NA NA NA NA 257 222 571 0 NA NA NA NA 2089 309 519 334 NA NA NA NA 902 219 502 341 NA NA NA NA
1491944400.0 30.0 NA 105 398 0 NA NA NA NA NA 205 507 0 NA NA NA NA NA 1455 1283 381 NA NA NA NA NA 511 605 387 NA NA NA NA
1491944400.0 300.0 132 178 460 0 NA NA NA NA 233 288 596 0 NA NA NA NA 2009 409 597 119 NA NA NA NA 1057 405 441 125 NA NA NA NA
1491944400.0 301.0 124 276 557 0 NA NA NA NA 253 412 677 0 NA NA NA NA 2490 681 857 118 NA NA NA NA 1074 527 523 125 NA NA NA NA
1491944400.0 302.0 134 237 515 0 NA NA NA NA 255 352 641 0 NA NA NA NA 1560 622 745 118 NA NA NA NA 822 492 580 125 NA NA NA NA
1491944400.0 36.0 NA 99 417 0 NA NA NA NA NA 223 528 0 NA NA NA NA NA 1527 6047 391 NA NA NA NA NA 531 2045 398 NA NA NA NA
1491944400.0 4.23 NA 68 363 0 NA NA NA NA NA 132 449 0 NA NA NA NA NA 87 1600 371 NA NA NA NA NA 164 1013 383 NA NA NA NA
1491944400.0 4.42 NA 33 374 0 NA NA NA NA NA 94 457 0 NA NA NA NA NA 119 4381 303 NA NA NA NA NA 97 1565 315 NA NA NA NA
1491944400.0 4.6 NA 378 0 NA NA NA NA NA NA 471 0 NA NA NA NA NA NA 1296 199 NA NA NA NA NA NA 645 206 NA NA NA NA NA
1491944400.0 4.65 NA 33 375 0 NA NA NA NA NA 92 471 0 NA NA NA NA NA 120 6757 280 NA NA NA NA NA 89 1991 286 NA NA NA NA
1491944400.0 4.68 NA 48 362 0 NA NA NA NA NA 108 453 0 NA NA NA NA NA 121 4396 298 NA NA NA NA NA 79 1454 307 NA NA NA NA
1491944400.0 4.77 NA 61 375 0 NA NA NA NA NA 115 465 0 NA NA NA NA NA 104 5538 287 NA NA NA NA NA 240 1698 300 NA NA NA NA
1491944400.0 4.78 NA 51 365 0 NA NA NA NA NA 114 458 0 NA NA NA NA NA 122 5423 290 NA NA NA NA NA 94 1773 310 NA NA NA NA
1491944400.0 4001.0 NA 128 457 NA NA NA NA NA NA 280 569 NA NA NA NA NA NA 565 1077 NA NA NA NA NA NA 307 567 NA NA NA NA NA
1491944400.0 4002.0 NA 105 397 NA NA NA NA NA NA 214 511 NA NA NA NA NA NA 1451 1180 NA NA NA NA NA NA 531 580 NA NA NA NA NA
1491944400.0 4003.0 NA 105 407 NA NA NA NA NA NA 222 511 NA NA NA NA NA NA 1635 1357 NA NA NA NA NA NA 662 646 NA NA NA NA NA
1491944400.0 4006.0 63 115 438 NA NA NA NA NA 130 264 542 NA NA NA NA NA 985 461 798 NA NA NA NA NA 497 242 505 NA NA NA NA NA
1491944400.0 4007.0 50 92 397 NA NA NA NA NA 113 217 515 NA NA NA NA NA 639 183 428 NA NA NA NA NA 653 177 405 NA NA NA NA NA
1491944400.0 4008.0 35 0 0 NA NA NA NA NA 94 0 0 NA NA NA NA NA 319 90 220 NA NA NA NA NA 320 93 230 NA NA NA NA NA
1491944400.0 5.1 333 0 NA NA NA NA NA NA 468 0 NA NA NA NA NA NA 623 139 NA NA NA NA NA NA 387 147 NA NA NA NA NA NA
1491944400.0 5.2 283 0 NA NA NA NA NA NA 417 0 NA NA NA NA NA NA 443 91 NA NA NA NA NA NA 323 96 NA NA NA NA NA NA
1491944400.0 5.3 301 0 NA NA NA NA NA NA 412 0 NA NA NA NA NA NA 445 85 NA NA NA NA NA NA 318 90 NA NA NA NA NA NA
1491944400.0 5.5 322 0 NA NA NA NA NA NA 458 0 NA NA NA NA NA NA 546 118 NA NA NA NA NA NA 348 126 NA NA NA NA NA NA
1491944400.0 5.6 333 0 NA NA NA NA NA NA 460 0 NA NA NA NA NA NA 612 132 NA NA NA NA NA NA 399 146 NA NA NA NA NA NA
1491944400.0 500200.1 80 178 200 NA NA NA NA NA 150 297 300 NA NA NA NA NA 2855 523 887 NA NA NA NA NA 1057 398 453 NA NA NA NA NA
1491944400.0 500202.0 NA 191 479 0 NA NA NA NA NA 378 600 0 NA NA NA NA NA 3425 1593 377 NA NA NA NA NA 1512 754 383 NA NA NA NA
1491944400.0 500203.0 NA 187 457 0 NA NA NA NA NA 351 566 0 NA NA NA NA NA 3256 1357 347 NA NA NA NA NA 1477 616 354 NA NA NA NA
1491944400.0 500204.0 NA 187 466 0 NA NA NA NA NA 362 586 0 NA NA NA NA NA 3258 1323 345 NA NA NA NA NA 1417 631 350 NA NA NA NA
1491944400.0 500205.0 NA 190 468 0 NA NA NA NA NA 371 592 0 NA NA NA NA NA 3287 1436 345 NA NA NA NA NA 1429 662 351 NA NA NA NA
1491944400.0 500206.0 NA 185 464 0 NA NA NA NA NA 360 595 0 NA NA NA NA NA 3192 1486 353 NA NA NA NA NA 1417 666 359 NA NA NA NA
1491944400.0 500207.0 NA 179 467 0 NA NA NA NA NA 350 576 0 NA NA NA NA NA 3045 1336 336 NA NA NA NA NA 1367 672 342 NA NA NA NA
1491944400.0 50205.0 NA 160 546 0 NA NA NA NA NA 305 691 0 NA NA NA NA NA 938 1523 346 NA NA NA NA NA 637 833 352 NA NA NA NA
1491944400.0 515.0 15 39 0 NA NA NA NA NA 151 89 0 NA NA NA NA NA 1244 33 8 NA NA NA NA NA 3059 196 13 NA NA NA NA NA
1491944400.0 518.0 15 40 0 NA NA NA NA NA 151 90 0 NA NA NA NA NA 1212 27 9 NA NA NA NA NA 2912 33 14 NA NA NA NA NA
1491944400.0 519.0 15 40 0 NA NA NA NA NA 151 90 0 NA NA NA NA NA 319 31 9 NA NA NA NA NA 680 34 13 NA NA NA NA NA
1491944400.0 520.0 15 38 0 NA NA NA NA NA 151 90 0 NA NA NA NA NA 1323 47 9 NA NA NA NA NA 1364 40 13 NA NA NA NA NA
1491944400.0 522.0 15 40 0 NA NA NA NA NA 151 90 0 NA NA NA NA NA 1238 32 8 NA NA NA NA NA 3220 39 41 NA NA NA NA NA
1491944400.0 524.0 15 39 0 NA NA NA NA NA 151 91 0 NA NA NA NA NA 1309 66 9 NA NA NA NA NA 1431 46 13 NA NA NA NA NA
1491944400.0 525.0 15 40 0 NA NA NA NA NA 151 90 0 NA NA NA NA NA 351 34 8 NA NA NA NA NA 755 46 15 NA NA NA NA NA
1491944400.0 527.0 15 40 0 NA NA NA NA NA 151 90 0 NA NA NA NA NA 1317 54 10 NA NA NA NA NA 1370 40 16 NA NA NA NA NA
1491944400.0 528.0 15 40 0 NA NA NA NA NA 151 90 0 NA NA NA NA NA 337 32 9 NA NA NA NA NA 670 36 16 NA NA NA NA NA
1491944400.0 551.0 15 40 0 NA NA NA NA NA 151 91 0 NA NA NA NA NA 764 63 9 NA NA NA NA NA 624 58 13 NA NA NA NA NA
1491944400.0 6.0 NA 102 396 0 NA NA NA NA NA 209 505 0 NA NA NA NA NA 1237 658 345 NA NA NA NA NA 438 467 372 NA NA NA NA
1491944400.0 7.0 35 0 0 0 0 NA NA NA 91 0 0 0 0 NA NA NA 305 105 134 17 75 NA NA NA 312 109 141 21 81 NA NA NA
1491944400.0 7.1 33 0 0 0 0 NA NA NA 91 0 0 0 0 NA NA NA 298 87 134 17 76 NA NA NA 301 95 139 20 81 NA NA NA
1491944400.0 7.3 42 0 0 0 0 NA NA NA 100 0 0 0 0 NA NA NA 341 193 1982 32 276 NA NA NA 429 221 2006 140 289 NA NA NA
1491944400.0 8.0 NA 96 171 52 0 NA NA NA NA 201 246 103 0 NA NA NA NA 1240 343 12 77 NA NA NA NA 415 236 13 91 NA NA NA
1491944400.0 9.0 NA 109 402 0 NA NA NA NA NA 210 509 0 NA NA NA NA NA 1617 2031 421 NA NA NA NA NA 552 813 428 NA NA NA NA
