Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1491944400.0 10.0 NA 101 409 0 NA NA 218 496 0 NA NA 1613 1675 390 NA NA 558 755 411 NA
1491944400.0 10023.0 NA 200 463 85 0 NA 303 640 127 0 NA 568 3286 128 1132 NA 552 3693 178 1143
1491944400.0 10024.0 NA 223 455 100 0 NA 340 686 139 0 NA 791 3603 152 1236 NA 545 3782 181 1243
1491944400.0 10024.4 NA 224 541 0 NA NA 323 688 0 NA NA 738 2887 1431 NA NA 569 2769 1521 NA
1491944400.0 10024.6 NA 216 530 0 NA NA 327 678 0 NA NA 940 2982 1194 NA NA 736 2661 1208 NA
1491944400.0 10025.0 NA 215 525 89 0 NA 326 675 127 0 NA 479 2449 94 829 NA 502 2931 152 836
1491944400.0 10026.0 NA 226 542 90 0 NA 350 691 138 0 NA 689 2743 111 870 NA 1198 2931 170 878
1491944400.0 10042.0 NA 210 344 101 0 NA 318 677 139 0 NA 661 3633 165 1184 NA 538 5217 221 1192
1491944400.0 101.0 83 NA NA NA NA 148 NA NA NA NA 1011 NA NA NA NA 1034 NA NA NA NA
1491944400.0 102.0 84 NA NA NA NA 148 NA NA NA NA 670 NA NA NA NA 682 NA NA NA NA
1491944400.0 10224.0 NA 325 763 0 NA NA 462 949 0 NA NA 5616 6906 1551 NA NA 5950 4978 1615 NA
1491944400.0 10225.0 NA 297 739 0 NA NA 480 963 0 NA NA 3886 5720 1259 NA NA 8550 4755 1275 NA
1491944400.0 10424.0 NA 208 536 0 NA NA 341 679 0 NA NA 589 2672 873 NA NA 463 2546 885 NA
1491944400.0 105.0 76 79 25 NA NA 152 200 62 NA NA 2339 312 2 NA NA 1081 214 43 NA NA
1491944400.0 108.0 95 95 405 NA NA 156 199 493 NA NA 4112 294 516 NA NA 1635 456 410 NA NA
1491944400.0 10823.0 72 203 524 89 0 120 290 675 127 0 1605 449 2463 90 847 926 343 2430 120 855
1491944400.0 10824.0 78 222 557 100 0 131 333 684 138 0 4530 617 2878 106 872 1627 389 2767 140 879
1491944400.0 10825.0 83 207 532 90 0 126 327 671 127 0 3393 524 2577 93 859 1442 358 2465 121 867
1491944400.0 10826.0 79 208 NA NA NA 132 319 NA NA NA 6580 465 NA NA NA 2291 334 NA NA NA
1491944400.0 11224.0 79 221 541 0 NA 132 326 651 0 NA 4176 634 2607 881 NA 1602 408 2856 901 NA
1491944400.0 114.0 79 91 399 NA NA 161 205 472 NA NA 3082 289 427 NA NA 1111 202 354 NA NA
1491944400.0 123.1 321 NA NA NA NA 474 NA NA NA NA 793 NA NA NA NA 506 NA NA NA NA
1491944400.0 123.2 327 NA NA NA NA 463 NA NA NA NA 848 NA NA NA NA 525 NA NA NA NA
1491944400.0 123.3 279 NA NA NA NA 422 NA NA NA NA 478 NA NA NA NA 463 NA NA NA NA
1491944400.0 124.1 308 NA NA NA NA 448 NA NA NA NA 488 NA NA NA NA 381 NA NA NA NA
1491944400.0 124.2 324 NA NA NA NA 453 NA NA NA NA 750 NA NA NA NA 504 NA NA NA NA
1491944400.0 124.4 321 NA NA NA NA 446 NA NA NA NA 486 NA NA NA NA 378 NA NA NA NA
1491944400.0 124.5 310 NA NA NA NA 448 NA NA NA NA 570 NA NA NA NA 445 NA NA NA NA
1491944400.0 124.6 281 NA NA NA NA 436 NA NA NA NA 502 NA NA NA NA 420 NA NA NA NA
1491944400.0 1302.0 89 192 193 NA NA 145 294 267 NA NA 3752 724 470 NA NA 1326 451 359 NA NA
1491944400.0 1303.0 86 191 189 NA NA 143 304 279 NA NA 10604 903 924 NA NA 3641 569 561 NA NA
1491944400.0 1306.0 NA 187 484 0 NA NA 306 583 0 NA NA 377 538 765 NA NA 300 520 773 NA
1491944400.0 1309.0 NA 209 497 0 NA NA 342 595 0 NA NA 553 773 806 NA NA 363 576 830 NA
1491944400.0 1310.0 NA 205 498 0 NA NA 333 597 0 NA NA 479 703 732 NA NA 555 588 751 NA
1491944400.0 1311.0 NA 191 478 0 69 NA 315 593 0 106 NA 404 554 815 49 NA 320 550 834 85
1491944400.0 1312.0 NA 213 474 0 NA NA 329 589 0 NA NA 475 721 787 NA NA 331 664 814 NA
1491944400.0 1313.0 NA 208 490 0 NA NA 333 587 0 NA NA 509 955 731 NA NA 359 646 740 NA
1491944400.0 1314.0 NA 207 479 0 NA NA 321 578 0 NA NA 452 707 754 NA NA 353 606 760 NA
1491944400.0 1315.0 NA 185 479 0 NA NA 322 582 0 NA NA 397 534 686 NA NA 358 518 694 NA
1491944400.0 1316.0 NA 197 495 0 NA NA 315 580 0 NA NA 418 566 710 NA NA 325 516 714 NA
1491944400.0 1317.0 NA 188 475 0 NA NA 323 573 0 NA NA 430 591 710 NA NA 348 568 886 NA
1491944400.0 1318.0 NA 185 479 0 NA NA 293 574 0 NA NA 365 506 692 NA NA 292 488 708 NA
1491944400.0 1319.0 NA 192 473 0 NA NA 314 578 0 NA NA 398 682 730 NA NA 330 662 765 NA
1491944400.0 1320.0 NA 187 480 0 NA NA 327 580 0 NA NA 393 544 665 NA NA 307 573 676 NA
1491944400.0 1321.0 NA 192 476 0 NA NA 293 575 0 NA NA 409 555 660 NA NA 319 573 672 NA
1491944400.0 1322.0 NA 184 481 0 NA NA 319 581 0 NA NA 430 596 756 NA NA 350 532 790 NA
1491944400.0 1323.0 NA 192 480 0 NA NA 300 574 0 NA NA 362 508 677 NA NA 295 499 720 NA
1491944400.0 1324.0 NA 211 496 0 NA NA 332 592 0 NA NA 488 683 777 NA NA 349 795 785 NA
1491944400.0 1325.0 NA 209 507 0 84 NA 337 600 0 122 NA 545 787 834 84 NA 439 609 841 119
1491944400.0 1325.2 NA 204 497 0 NA NA 336 594 0 NA NA 573 753 806 NA NA 513 595 832 NA
1491944400.0 1325.4 NA 223 508 0 NA NA 313 601 0 NA NA 526 783 792 NA NA 360 594 1040 NA
1491944400.0 1326.0 NA 196 488 0 NA NA 329 592 0 NA NA 511 622 784 NA NA 433 542 796 NA
1491944400.0 1327.0 NA 198 496 0 NA NA 320 588 0 NA NA 486 616 760 NA NA 534 545 875 NA
1491944400.0 1328.0 NA 203 499 0 NA NA 320 585 0 NA NA 488 700 785 NA NA 347 570 797 NA
1491944400.0 1329.0 NA 200 503 0 NA NA 335 591 0 NA NA 452 618 789 NA NA 394 538 797 NA
1491944400.0 133.0 84 97 405 NA NA 179 211 486 NA NA 5371 319 605 NA NA 1696 208 534 NA NA
1491944400.0 1330.0 NA 201 486 0 NA NA 331 590 0 NA NA 454 678 738 NA NA 342 567 747 NA
1491944400.0 1331.0 NA 193 486 0 NA NA 313 585 0 NA NA 401 644 816 NA NA 296 654 868 NA
1491944400.0 1332.0 NA 203 493 0 NA NA 332 589 0 NA NA 441 625 817 NA NA 329 597 1061 NA
1491944400.0 1333.0 NA 207 480 0 NA NA 329 587 0 NA NA 414 593 736 NA NA 315 525 743 NA
1491944400.0 1335.0 NA 198 490 0 NA NA 325 590 0 NA NA 442 599 757 NA NA 325 539 765 NA
1491944400.0 1336.0 NA 219 500 0 NA NA 320 597 0 NA NA 787 1387 785 NA NA 417 761 793 NA
1491944400.0 1337.0 NA 228 504 0 NA NA 323 608 0 NA NA 669 1032 792 NA NA 404 642 799 NA
1491944400.0 1338.0 NA 212 505 0 NA NA 346 602 0 NA NA 551 811 807 NA NA 424 616 830 NA
1491944400.0 1339.0 NA 211 507 0 NA NA 337 602 0 NA NA 648 954 794 NA NA 393 631 799 NA
1491944400.0 134.704 NA 29 398 0 NA NA 84 475 0 NA NA 116 4018 338 NA NA 79 1570 345 NA
1491944400.0 134.705 NA 41 415 0 NA NA 89 499 0 NA NA 109 4322 327 NA NA 83 1707 334 NA
1491944400.0 134.707 NA 37 397 0 NA NA 85 470 0 NA NA 104 3859 334 NA NA 98 1330 341 NA
1491944400.0 134.802 NA 36 402 0 NA NA 87 484 0 NA NA 141 5244 317 NA NA 87 1839 323 NA
1491944400.0 134.806 NA 36 416 0 NA NA 88 495 0 NA NA 169 5835 323 NA NA 107 1838 331 NA
1491944400.0 134.807 NA 91 441 0 NA NA 161 553 0 NA NA 530 5683 341 NA NA 1012 2181 391 NA
1491944400.0 134.808 NA 84 448 0 NA NA 162 531 0 NA NA 520 5701 349 NA NA 870 1859 355 NA
1491944400.0 134.813 NA 168 66 0 NA NA 250 112 0 NA NA 631 105 123 NA NA 463 183 171 NA
1491944400.0 134.99601 NA 37 409 0 NA NA 89 483 0 NA NA 166 5888 357 NA NA 114 2306 367 NA
1491944400.0 1340.0 NA 186 488 0 NA NA 315 587 0 NA NA 421 603 741 NA NA 313 552 767 NA
1491944400.0 1341.0 NA 220 502 0 NA NA 318 600 0 NA NA 624 967 772 NA NA 600 681 1017 NA
1491944400.0 1343.0 NA 205 494 0 NA NA 333 589 0 NA NA 510 720 778 NA NA 346 558 785 NA
1491944400.0 1345.0 NA 204 495 0 NA NA 338 591 0 NA NA 472 674 766 NA NA 349 568 785 NA
