Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1491944400.0 1.0 75 89 142 NA NA 157 356 215 NA NA 1343 310 215 NA NA 694 155 201 NA NA
1491944400.0 10.0 NA 101 390 0 NA NA 370 458 0 NA NA 1579 1595 338 NA NA 520 713 344 NA
1491944400.0 1000.0 NA 389 130 0 46 NA 483 195 0 88 NA 1970 432 376 100 NA 1036 290 384 116
1491944400.0 10023.0 NA 210 552 99 0 NA 475 693 139 0 NA 411 2419 120 1036 NA 312 2501 130 1047
1491944400.0 10024.0 NA 234 551 103 0 NA 477 709 149 0 NA 565 2689 141 1048 NA 575 2612 170 1059
1491944400.0 10024.1 NA 225 361 0 NA NA 475 457 0 NA NA 563 394 370 NA NA 392 314 387 NA
1491944400.0 10024.2 NA 236 564 0 NA NA 475 706 0 NA NA 696 2826 1202 NA NA 493 2550 1216 NA
1491944400.0 10024.3 NA 226 329 0 NA NA 476 450 0 NA NA 653 369 331 NA NA 428 312 336 NA
1491944400.0 10024.4 NA 234 525 0 NA NA 476 712 0 NA NA 573 2928 1052 NA NA 612 2856 1059 NA
1491944400.0 10024.5 NA 225 358 0 NA NA 475 458 0 NA NA 601 392 364 NA NA 574 323 370 NA
1491944400.0 10024.6 NA 237 561 0 NA NA 476 706 0 NA NA 562 2734 1121 NA NA 427 2499 1127 NA
1491944400.0 10025.0 NA 222 560 100 0 NA 481 697 140 0 NA 600 2604 155 1283 NA 704 2487 190 1301
1491944400.0 10026.0 NA 236 569 103 0 NA 469 707 149 0 NA 876 2955 184 1254 NA 944 2502 223 1266
1491944400.0 10042.0 NA 220 555 110 0 NA 477 690 150 0 NA 592 2633 163 1188 NA 408 2461 330 1217
1491944400.0 101.0 88 NA NA NA NA 150 NA NA NA NA 740 NA NA NA NA 761 NA NA NA NA
1491944400.0 102.0 91 NA NA NA NA 150 NA NA NA NA 559 NA NA NA NA 625 NA NA NA NA
1491944400.0 10224.0 NA 359 824 0 NA NA 507 1002 0 NA NA 3144 4861 1146 NA NA 1502 3644 1160 NA
1491944400.0 10225.0 NA 318 803 0 NA NA 514 1051 0 NA NA 3983 4713 1139 NA NA 2993 3696 1165 NA
1491944400.0 103.0 36 0 0 NA NA 81 0 0 NA NA 303 91 205 NA NA 310 41 206 NA NA
1491944400.0 10424.0 NA 210 563 0 NA NA 476 707 0 NA NA 673 2626 1101 NA NA 353 2394 1329 NA
1491944400.0 105.0 75 83 28 NA NA 156 365 63 NA NA 1492 276 2 NA NA 737 141 5 NA NA
1491944400.0 106.0 44 0 0 NA NA 81 0 0 NA NA 311 92 202 NA NA 316 42 203 NA NA
