Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1491944400.0 1002.0 NA 345 60 NA NA NA 453 106 NA NA NA 1826 117 NA NA NA 872 88 NA NA
1491944400.0 10023.0 NA 195 524 81 0 NA 312 667 126 0 NA 502 2417 112 1007 NA 457 2376 156 1085
1491944400.0 10024.0 NA 224 425 100 0 NA 340 650 138 0 NA 804 3820 161 1209 NA 807 4263 207 1288
1491944400.0 10024.2 NA 226 538 0 NA NA 343 677 0 NA NA 788 3544 1166 NA NA 600 3255 1176 NA
1491944400.0 10024.4 NA 223 518 0 NA NA 341 680 0 NA NA 687 2993 1032 NA NA 704 7757 1045 NA
1491944400.0 10024.6 NA 215 539 0 NA NA 335 674 0 NA NA 715 2747 1022 NA NA 568 2517 1063 NA
1491944400.0 10025.0 NA 213 531 81 0 NA 322 680 127 0 NA 649 3248 139 1214 NA 499 3170 191 1725
1491944400.0 10026.0 NA 218 534 99 0 NA 340 675 137 0 NA 920 3959 171 1201 NA 588 3774 254 1214
1491944400.0 1003.0 NA 281 0 NA NA NA 380 0 NA NA NA 2473 275 NA NA NA 989 282 NA NA
1491944400.0 10042.0 NA 216 461 95 0 NA 329 667 139 0 NA 676 3415 165 1204 NA 751 3958 223 1250
1491944400.0 101.0 84 NA NA NA NA 148 NA NA NA NA 857 NA NA NA NA 912 NA NA NA NA
1491944400.0 102.0 85 NA NA NA NA 148 NA NA NA NA 596 NA NA NA NA 625 NA NA NA NA
1491944400.0 10224.0 NA 314 760 0 NA NA 480 976 0 NA NA 3718 6986 1139 NA NA 5582 5903 1164 NA
