Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1491944400.0 203.0 NA 120 418 0 NA NA NA NA 389 520 0 NA NA NA NA 647 1282 425 NA NA NA NA 282 752 433 NA NA NA
1491944400.0 20453.0 80 132 317 0 NA NA NA 128 314 386 0 NA NA NA 5430 573 916 221 NA NA NA 1854 291 566 228 NA NA NA
1491944400.0 205.0 NA 124 416 0 NA NA NA NA 388 505 0 NA NA NA NA 591 1333 534 NA NA NA NA 247 964 549 NA NA NA
1491944400.0 21.0 NA 96 370 0 NA NA NA NA 370 475 0 NA NA NA NA 1625 1352 363 NA NA NA NA 496 716 369 NA NA NA
1491944400.0 21221.0 79 293 395 0 NA NA NA 119 371 471 0 NA NA NA 1926 1637 1770 397 NA NA NA 1069 840 1239 404 NA NA NA
1491944400.0 21234.1 86 299 321 0 NA NA NA 135 366 382 0 NA NA NA 5509 1701 766 295 NA NA NA 2019 784 531 300 NA NA NA
1491944400.0 21246.0 90 302 399 0 NA NA NA 137 363 481 0 NA NA NA 6213 1783 1375 498 NA NA NA 2329 898 851 505 NA NA NA
1491944400.0 21253.0 98 303 396 0 NA NA NA 148 370 487 0 NA NA NA 18514 2950 1621 763 NA NA NA 6982 1930 935 1005 NA NA NA
1491944400.0 22.0 NA 98 369 0 NA NA NA NA 377 464 0 NA NA NA NA 1692 1570 360 NA NA NA NA 505 747 367 NA NA NA
1491944400.0 23221.0 75 322 386 0 NA NA NA 119 390 468 0 NA NA NA 1752 1843 1605 418 NA NA NA 988 877 858 425 NA NA NA
1491944400.0 23246.0 92 322 400 0 NA NA NA 143 386 483 0 NA NA NA 6589 1856 1311 478 NA NA NA 2377 999 823 485 NA NA NA
1491944400.0 23253.0 134 340 410 0 NA NA NA 203 408 499 0 NA NA NA 20198 2267 1730 520 NA NA NA 6134 1099 1896 528 NA NA NA
1491944400.0 24834.0 87 308 406 0 NA NA NA 135 372 478 0 NA NA NA 6461 1859 1307 491 NA NA NA 2550 1061 1196 498 NA NA NA
1491944400.0 250199.0 211 NA NA NA NA NA NA 422 NA NA NA NA NA NA 5110 NA NA NA NA NA NA 2418 NA NA NA NA NA NA
1491944400.0 250200.0 NA 383 593 0 NA NA NA NA 619 715 0 NA NA NA NA 11031 2637 1024 NA NA NA NA 3712 1251 1038 NA NA NA
1491944400.0 250202.0 NA 393 606 0 NA NA NA NA 642 732 0 NA NA NA NA 15732 3490 1023 NA NA NA NA 4983 1720 1038 NA NA NA
1491944400.0 250203.0 NA 397 591 0 NA NA NA NA 612 725 0 NA NA NA NA 15839 2740 957 NA NA NA NA 5874 3253 965 NA NA NA
1491944400.0 250204.0 NA 396 610 0 NA NA NA NA 626 745 0 NA NA NA NA 14614 3501 939 NA NA NA NA 5625 3233 953 NA NA NA
1491944400.0 250205.0 NA 390 593 0 NA NA NA NA 615 727 0 NA NA NA NA 14055 3402 967 NA NA NA NA 5543 3195 1100 NA NA NA
1491944400.0 250206.0 NA 377 595 0 NA NA NA NA 724 717 0 NA NA NA NA 12174 3031 1003 NA NA NA NA 4005 1623 1013 NA NA NA
1491944400.0 250207.0 NA 378 590 0 NA NA NA NA 632 701 0 NA NA NA NA 13308 3133 937 NA NA NA NA 5319 2726 1058 NA NA NA
1491944400.0 250399.0 220 NA NA NA NA NA NA 461 NA NA NA NA NA NA 1129 NA NA NA NA NA NA 1153 NA NA NA NA NA NA
1491944400.0 25203.0 NA 300 764 0 NA NA NA NA 494 948 0 NA NA NA NA 3995 4624 1292 NA NA NA NA 2576 2393 1415 NA NA NA
1491944400.0 25204.0 NA 326 688 0 NA NA NA NA 493 919 0 NA NA NA NA 2288 2935 1006 NA NA NA NA 1127 1994 1012 NA NA NA
1491944400.0 25205.0 NA 309 711 0 NA NA NA NA 497 952 0 NA NA NA NA 2382 3265 1039 NA NA NA NA 1516 3354 1050 NA NA NA
1491944400.0 25206.0 NA 289 723 0 NA NA NA NA 508 942 0 NA NA NA NA 3426 4385 1601 NA NA NA NA 2446 2541 2222 NA NA NA
1491944400.0 25209.0 NA 297 719 0 NA NA NA NA 525 931 0 NA NA NA NA 3721 4175 1615 NA NA NA NA 2043 1888 1700 NA NA NA
1491944400.0 25210.0 96 328 764 0 NA NA NA 210 501 935 0 NA NA NA 5969 2301 3142 936 NA NA NA 4342 1023 3278 950 NA NA NA
1491944400.0 25211.0 90 301 750 0 NA NA NA 203 510 955 0 NA NA NA 4904 2562 4062 1182 NA NA NA 2850 1411 3462 1207 NA NA NA
1491944400.0 25212.0 86 318 760 0 NA NA NA 196 499 956 0 NA NA NA 5098 2773 4242 1107 NA NA NA 3382 1439 3762 1120 NA NA NA
1491944400.0 25213.0 90 321 767 0 NA NA NA 201 513 950 0 NA NA NA 6658 2922 4600 1164 NA NA NA 3826 1409 3424 1181 NA NA NA
1491944400.0 25214.0 NA 315 701 0 NA NA NA NA 503 943 0 NA NA NA NA 3953 4559 1400 NA NA NA NA 2686 2717 1800 NA NA NA
1491944400.0 25406.0 397 0 95 NA NA NA NA 579 0 153 NA NA NA NA 1282 214 197 NA NA NA NA 649 223 205 NA NA NA NA
1491944400.0 31.0 NA 104 378 0 NA NA NA NA 388 465 0 NA NA NA NA 2193 1616 480 NA NA NA NA 783 920 493 NA NA NA
1491944400.0 36.0 NA 107 394 0 NA NA NA NA 377 470 0 NA NA NA NA 1548 6173 341 NA NA NA NA 509 2092 349 NA NA NA
1491944400.0 4.22 NA 180 67 56 0 NA NA NA 275 112 112 0 NA NA NA 733 60 97 112 NA NA NA 420 60 65 118 NA NA
1491944400.0 4000.0 NA 101 378 NA NA NA NA NA 378 463 NA NA NA NA NA 2191 2745 NA NA NA NA NA 676 1026 NA NA NA NA
1491944400.0 4001.0 NA 133 441 NA NA NA NA NA 388 558 NA NA NA NA NA 725 1296 NA NA NA NA NA 282 596 NA NA NA NA
1491944400.0 4002.0 NA 97 370 NA NA NA NA NA 377 458 NA NA NA NA NA 1828 1633 NA NA NA NA NA 544 745 NA NA NA NA
1491944400.0 4003.0 NA 98 371 NA NA NA NA NA 377 465 NA NA NA NA NA 1840 1843 NA NA NA NA NA 559 790 NA NA NA NA
1491944400.0 4006.0 65 133 424 NA NA NA NA 121 385 536 NA NA NA NA 1428 683 1336 NA NA NA NA 743 245 693 NA NA NA NA
1491944400.0 4007.0 55 106 402 NA NA NA NA 117 386 519 NA NA NA NA 1444 358 759 NA NA NA NA 1052 198 548 NA NA NA NA
1491944400.0 4008.0 35 0 0 NA NA NA NA 81 0 0 NA NA NA NA 309 119 245 NA NA NA NA 323 57 251 NA NA NA NA
1491944400.0 5.1 345 0 NA NA NA NA NA 539 0 NA NA NA NA NA 761 200 NA NA NA NA NA 404 209 NA NA NA NA NA
1491944400.0 5.2 289 0 NA NA NA NA NA 530 0 NA NA NA NA NA 477 119 NA NA NA NA NA 289 145 NA NA NA NA NA
1491944400.0 5.3 291 0 NA NA NA NA NA 532 0 NA NA NA NA NA 483 117 NA NA NA NA NA 618 132 NA NA NA NA NA
1491944400.0 5.4 335 0 NA NA NA NA NA 536 0 NA NA NA NA NA 697 165 NA NA NA NA NA 405 172 NA NA NA NA NA
1491944400.0 5.5 341 0 NA NA NA NA NA 531 0 NA NA NA NA NA 747 173 NA NA NA NA NA 360 180 NA NA NA NA NA
1491944400.0 5.6 344 0 NA NA NA NA NA 531 0 NA NA NA NA NA 784 186 NA NA NA NA NA 385 192 NA NA NA NA NA
1491944400.0 5.7 336 0 NA NA NA NA NA 531 0 NA NA NA NA NA 738 172 NA NA NA NA NA 357 179 NA NA NA NA NA
1491944400.0 500199.0 166 NA NA NA NA NA NA 407 NA NA NA NA NA NA 3823 NA NA NA NA NA NA 1939 NA NA NA NA NA NA
1491944400.0 500202.0 NA 199 482 0 NA NA NA NA 409 572 0 NA NA NA NA 3728 1697 326 NA NA NA NA 1472 718 334 NA NA NA
1491944400.0 500205.0 NA 192 473 0 NA NA NA NA 398 570 0 NA NA NA NA 3380 1585 307 NA NA NA NA 1473 754 313 NA NA NA
1491944400.0 503.0 34 0 NA NA NA NA NA 75 0 NA NA NA NA NA 80 11 NA NA NA NA NA 118 17 NA NA NA NA NA
1491944400.0 504.0 33 0 NA NA NA NA NA 77 0 NA NA NA NA NA 64 11 NA NA NA NA NA 69 17 NA NA NA NA NA
1491944400.0 505.0 33 0 NA NA NA NA NA 76 0 NA NA NA NA NA 59 11 NA NA NA NA NA 46 16 NA NA NA NA NA
1491944400.0 506.0 33 0 NA NA NA NA NA 76 0 NA NA NA NA NA 54 11 NA NA NA NA NA 45 16 NA NA NA NA NA
1491944400.0 507.0 35 0 NA NA NA NA NA 75 0 NA NA NA NA NA 77 11 NA NA NA NA NA 115 15 NA NA NA NA NA
1491944400.0 508.0 33 0 NA NA NA NA NA 75 0 NA NA NA NA NA 41 10 NA NA NA NA NA 38 15 NA NA NA NA NA
1491944400.0 509.0 32 0 NA NA NA NA NA 74 0 NA NA NA NA NA 28 11 NA NA NA NA NA 33 17 NA NA NA NA NA
1491944400.0 510.0 33 0 NA NA NA NA NA 76 0 NA NA NA NA NA 155 12 NA NA NA NA NA 151 19 NA NA NA NA NA
1491944400.0 513.0 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 339 NA NA NA NA NA NA 1164 NA NA NA NA NA NA
1491944400.0 514.0 15 35 0 NA NA NA NA 138 79 0 NA NA NA NA 309 55 13 NA NA NA NA 436 69 18 NA NA NA NA
1491944400.0 516.0 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 339 NA NA NA NA NA NA 1392 NA NA NA NA NA NA
1491944400.0 517.0 15 35 0 NA NA NA NA 138 79 0 NA NA NA NA 1460 51 9 NA NA NA NA 1543 51 14 NA NA NA NA
1491944400.0 519.0 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 326 NA NA NA NA NA NA 351 NA NA NA NA NA NA
1491944400.0 520.0 15 41 0 NA NA NA NA 138 78 0 NA NA NA NA 1669 66 12 NA NA NA NA 1808 79 17 NA NA NA NA
1491944400.0 521.0 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 315 NA NA NA NA NA NA 304 NA NA NA NA NA NA
1491944400.0 523.0 15 51 0 NA NA NA NA 138 90 0 NA NA NA NA 826 106 15 NA NA NA NA 998 138 21 NA NA NA NA
1491944400.0 524.0 15 41 0 NA NA NA NA 138 78 0 NA NA NA NA 1659 52 11 NA NA NA NA 1855 48 17 NA NA NA NA
1491944400.0 525.0 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 326 NA NA NA NA NA NA 1043 NA NA NA NA NA NA
1491944400.0 527.0 15 41 0 NA NA NA NA 138 79 0 NA NA NA NA 1452 53 12 NA NA NA NA 1527 51 18 NA NA NA NA
1491944400.0 528.0 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 325 NA NA NA NA NA NA 340 NA NA NA NA NA NA
1491944400.0 530.0 15 39 0 NA NA NA NA 138 79 0 NA NA NA NA 1483 52 9 NA NA NA NA 1561 54 14 NA NA NA NA
1491944400.0 531.0 63 0 NA NA NA NA NA 186 0 NA NA NA NA NA 38 11 NA NA NA NA NA 30 15 NA NA NA NA NA
1491944400.0 541.0 43 0 NA NA NA NA NA 87 0 NA NA NA NA NA 63 11 NA NA NA NA NA 91 15 NA NA NA NA NA
1491944400.0 545.0 41 0 NA NA NA NA NA 86 0 NA NA NA NA NA 56 11 NA NA NA NA NA 61 16 NA NA NA NA NA
1491944400.0 551.0 15 38 0 NA NA NA NA 138 78 0 NA NA NA NA 811 58 13 NA NA NA NA 1006 46 29 NA NA NA NA
1491944400.0 552.0 15 41 0 NA NA NA NA 138 78 0 NA NA NA NA 1553 60 14 NA NA NA NA 1647 52 22 NA NA NA NA
1491944400.0 555.0 15 36 0 NA NA NA NA 138 78 0 NA NA NA NA 686 39 12 NA NA NA NA 728 375 20 NA NA NA NA
1491944400.0 556.0 15 37 0 NA NA NA NA 138 79 0 NA NA NA NA 312 62 11 NA NA NA NA 409 106 16 NA NA NA NA
1491944400.0 560.0 33 0 NA NA NA NA NA 76 0 NA NA NA NA NA 54 11 NA NA NA NA NA 45 16 NA NA NA NA NA
1491944400.0 561.0 35 0 NA NA NA NA NA 76 0 NA NA NA NA NA 58 12 NA NA NA NA NA 46 17 NA NA NA NA NA
1491944400.0 562.0 15 37 0 NA NA NA NA 138 78 0 NA NA NA NA 191 49 11 NA NA NA NA 257 93 17 NA NA NA NA
1491944400.0 6.0 NA 96 363 0 NA NA NA NA 389 458 0 NA NA NA NA 1992 807 311 NA NA NA NA 751 520 317 NA NA NA
1491944400.0 7.0 55 89 160 63 0 NA NA 103 363 232 100 0 NA NA 519 274 346 33 102 NA NA 378 147 326 58 109 NA NA
1491944400.0 7.1 49 82 160 58 0 NA NA 98 364 231 101 0 NA NA 1025 335 360 26 137 NA NA 867 150 313 33 145 NA NA
1491944400.0 7.2 63 183 236 80 0 NA NA 111 464 333 119 0 NA NA 573 510 2185 149 369 NA NA 447 312 2142 115 373 NA NA
1491944400.0 7.3 70 176 238 81 0 NA NA 112 471 332 120 0 NA NA 1210 405 2129 72 358 NA NA 819 355 2059 105 364 NA NA
1491944400.0 8.0 NA 98 163 53 0 NA NA NA 376 234 90 0 NA NA NA 1485 515 15 113 NA NA NA 454 382 18 122 NA NA
