Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1491944400.0 136.734 NA 196 453 0 NA NA NA NA NA 298 539 0 NA NA NA NA NA 4139 9409 556 NA NA NA NA NA 1373 3127 569 NA NA NA NA
1491944400.0 136.735 NA 179 376 0 NA NA NA NA NA 264 459 0 NA NA NA NA NA 750 1441 564 NA NA NA NA NA 685 860 577 NA NA NA NA
1491944400.0 136.736 NA 215 457 0 NA NA NA NA NA 316 566 0 NA NA NA NA NA 6517 15142 745 NA NA NA NA NA 1994 4629 779 NA NA NA NA
1491944400.0 136.737 NA 219 487 0 NA NA NA NA NA 316 600 0 NA NA NA NA NA 7792 16939 688 NA NA NA NA NA 2378 5158 728 NA NA NA NA
1491944400.0 136.738 NA 216 481 0 NA NA NA NA NA 317 562 0 NA NA NA NA NA 7198 16647 732 NA NA NA NA NA 2128 5148 805 NA NA NA NA
1491944400.0 136.739 NA 213 476 0 NA NA NA NA NA 319 578 0 NA NA NA NA NA 9837 18643 713 NA NA NA NA NA 3152 6172 727 NA NA NA NA
1491944400.0 136.74 NA 227 486 0 NA NA NA NA NA 330 599 0 NA NA NA NA NA 8126 17259 676 NA NA NA NA NA 2803 5561 682 NA NA NA NA
1491944400.0 136.741 NA 225 480 0 NA NA NA NA NA 324 570 0 NA NA NA NA NA 8198 16891 685 NA NA NA NA NA 3266 5269 696 NA NA NA NA
1491944400.0 136.742 NA 205 460 0 NA NA NA NA NA 310 563 0 NA NA NA NA NA 6153 15470 661 NA NA NA NA NA 1876 4766 673 NA NA NA NA
1491944400.0 136.743 NA 207 462 0 NA NA NA NA NA 310 558 0 NA NA NA NA NA 6689 15085 721 NA NA NA NA NA 2205 4496 743 NA NA NA NA
1491944400.0 136.745 NA 215 440 0 NA NA NA NA NA 302 542 0 NA NA NA NA NA 5768 15606 774 NA NA NA NA NA 1815 5120 783 NA NA NA NA
1491944400.0 136.746 NA 212 465 0 NA NA NA NA NA 318 560 0 NA NA NA NA NA 7054 15837 713 NA NA NA NA NA 2116 5134 724 NA NA NA NA
1491944400.0 136.747 NA 202 466 0 NA NA NA NA NA 318 566 0 NA NA NA NA NA 6345 15454 720 NA NA NA NA NA 1923 4705 729 NA NA NA NA
1491944400.0 136.749 NA 221 485 0 NA NA NA NA NA 320 575 0 NA NA NA NA NA 7733 17199 742 NA NA NA NA NA 3180 5243 754 NA NA NA NA
1491944400.0 136.75 NA 215 478 0 NA NA NA NA NA 328 575 0 NA NA NA NA NA 10430 19440 698 NA NA NA NA NA 2955 5576 706 NA NA NA NA
1491944400.0 136.751 NA 210 491 0 NA NA NA NA NA 326 612 0 NA NA NA NA NA 9429 20709 754 NA NA NA NA NA 2796 7189 785 NA NA NA NA
1491944400.0 136.752 NA 212 463 0 NA NA NA NA NA 320 568 0 NA NA NA NA NA 7597 16599 700 NA NA NA NA NA 2263 5241 708 NA NA NA NA
