Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1491944400.0 101.0 99 NA NA NA NA 197 NA NA NA NA 741 NA NA NA NA 762 NA NA NA NA
1491944400.0 102.0 100 NA NA NA NA 197 NA NA NA NA 552 NA NA NA NA 574 NA NA NA NA
1491944400.0 105.0 87 141 30 NA NA 208 383 95 NA NA 1159 260 2 NA NA 651 140 10 NA NA
1491944400.0 108.0 101 149 393 NA NA 222 385 550 NA NA 3461 309 534 NA NA 1302 141 413 NA NA
1491944400.0 10824.0 84 251 589 106 0 163 501 832 191 0 6734 810 2589 181 1206 2921 408 2400 184 1220
1491944400.0 10825.0 78 274 581 97 0 157 505 799 177 0 4860 765 2446 170 1219 2091 413 2390 179 1236
1491944400.0 10826.0 79 260 592 104 0 170 538 768 180 0 9343 1052 3080 216 1114 4132 494 2386 213 1130
1491944400.0 109.0 96 163 397 NA NA 223 382 537 NA NA 3816 305 539 NA NA 1444 135 409 NA NA
1491944400.0 110.0 59 160 381 NA NA 146 384 551 NA NA 607 273 416 NA NA 439 132 380 NA NA
1491944400.0 11224.0 84 250 587 0 NA 161 540 798 0 NA 6301 815 2631 1236 NA 2598 533 2347 1247 NA
1491944400.0 114.0 88 142 385 NA NA 219 383 512 NA NA 2932 292 505 NA NA 1102 138 426 NA NA
1491944400.0 116.0 93 167 391 NA NA 216 383 560 NA NA 3345 289 520 NA NA 1275 141 420 NA NA
1491944400.0 118.0 97 182 403 NA NA 229 385 535 NA NA 3920 304 588 NA NA 1359 145 458 NA NA
1491944400.0 123.1 401 NA NA NA NA 589 NA NA NA NA 603 NA NA NA NA 326 NA NA NA NA
1491944400.0 123.2 398 NA NA NA NA 587 NA NA NA NA 653 NA NA NA NA 336 NA NA NA NA
1491944400.0 123.3 320 NA NA NA NA 584 NA NA NA NA 473 NA NA NA NA 281 NA NA NA NA
1491944400.0 124.1 371 NA NA NA NA 591 NA NA NA NA 474 NA NA NA NA 291 NA NA NA NA
1491944400.0 124.2 392 NA NA NA NA 590 NA NA NA NA 582 NA NA NA NA 307 NA NA NA NA
1491944400.0 124.4 366 NA NA NA NA 579 NA NA NA NA 482 NA NA NA NA 290 NA NA NA NA
1491944400.0 124.5 372 NA NA NA NA 585 NA NA NA NA 477 NA NA NA NA 299 NA NA NA NA
1491944400.0 124.6 325 NA NA NA NA 590 NA NA NA NA 483 NA NA NA NA 282 NA NA NA NA
1491944400.0 133.0 95 149 389 NA NA 232 381 551 NA NA 5031 494 699 NA NA 1671 207 513 NA NA
1491944400.0 135.13 472 0 NA NA NA 726 0 NA NA NA 823 331 NA NA NA 710 335 NA NA NA
1491944400.0 140.1 NA 119 440 0 NA NA 413 580 0 NA NA 252 411 136 NA NA 263 376 142 NA
1491944400.0 140.2 NA 117 453 0 NA NA 432 586 0 NA NA 237 363 134 NA NA 255 370 140 NA
1491944400.0 140.4 NA 113 439 0 NA NA 429 546 0 NA NA 231 415 133 NA NA 261 373 140 NA
1491944400.0 20021.0 61 131 329 0 NA 137 342 442 0 NA 710 759 841 192 NA 507 376 698 200 NA
1491944400.0 20421.0 63 126 326 0 NA 134 363 443 0 NA 694 726 814 197 NA 524 397 684 204 NA
1491944400.0 21234.0 82 309 425 0 NA 160 420 550 0 NA 9299 2634 1336 456 NA 3864 1161 826 461 NA
1491944400.0 21253.0 95 312 431 0 NA 174 420 551 0 NA 17786 1797 1515 549 NA 6057 837 939 559 NA
1491944400.0 23234.0 104 346 434 0 NA 193 445 536 0 NA 9703 2369 1294 453 NA 4053 1114 832 459 NA
1491944400.0 23253.0 159 357 446 0 NA 266 452 579 0 NA 22684 1867 1278 553 NA 7447 848 864 568 NA
1491944400.0 23646.0 68 135 332 0 NA 148 343 446 0 NA 2163 717 681 211 NA 940 613 539 218 NA
1491944400.0 24034.0 82 309 425 0 NA 160 408 556 0 NA 9482 2436 1310 446 NA 3978 1114 840 454 NA
1491944400.0 24434.0 82 308 424 0 NA 164 415 530 0 NA 9063 2544 1328 449 NA 3913 1166 841 455 NA
